	id	lemma	sense_id	left	word	right	senses	tagged_left_context	tagged_word	tagged_right_context
1952	1953	слог	1	(оно -- зародыш лишнего слога), усугубляющую впечатление насыщенности, получаемое от отсутствия скопления неударенных	слогов	. Замечания по морфологии, синтаксису и словарю *Стихи 1--6.* Обстоятельственные выражения для	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	( оно - - зародыш лишний слог ) , усугублять впечатление насыщенность , получать от отсутствие скопление неудареть	слог	. замечание по морфология , синтаксис и словарь *стиха 1- -6.* обстоятельстветь выражение для
1953	1954	слог	1	и носить, и не носить ударение; в размерах, где стопа имеет три	слога	, следует особенно избегать таких слов).	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	и носить , и не носить ударение ; в размер , где стопа иметь три	слог	, следовать особенно избегать такой слово ) .
1954	1955	слог	1	будто бы и диплом, и диссертацию он купил, а читать умеет по	слогам	", пишет с огромным количеством грамматических ошибок), очевидно, ""нужны"" для того, чтобы избиратель"	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	будто бы и диплом , и диссертация он покупать , а читать уметь по	слог	", писать с огромный количество грамматический ошибка ) , очевидно , "" нужный "" для то , что избиратель"
1955	1956	слог	1	хотя бы потому, что эта коротенькая фраза от первого и до последнего	слога	, как воин в доспехи, закована в сеть мелких, друг на друга набегающих	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	хотя бы потому , что этот коротенький фраза от первый и до последний	слог	, как воин в доспехи , заковать в сеть мелкий , друг на друг набегать
1956	1957	слог	1	вывески. И постановление об усыновлении тоже взял и стал громко читать по	слогам	". Потом говорит: ""Толь, ты че, теперь мой папа"". А я ему: ""Почему"	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	вывеска . и постановление о усыновление тоже брать и стать громко читать по	слог	". потом говорить : "" толь , ты что , теперь мой папа "" . а я он : "" почему"
1957	1958	слог	1	людями), не постиг партийную дисциплину и партийное мышление с ударением на нужном	слоге	". Раньше еще требовалось южнорусское ""г"", теперь предпочтителен северо-западный питерский выговор: ""шинэль"" и """	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	человек ) , не постигать партийный дисциплина и партийный мышление с ударение на нужный	слог	". раньше еще требоваться южнорусский "" год "" , теперь предпочтительный северо-западный питерский выговор : "" шинэль "" и """
1958	1959	слог	1	"мучился со словом ""теплофикация"" -- Как же, -- оживился старик, -- я еще третьим"	слогом	"поставил ""кац"" и написал так: ""А третий слог, досуг имея, узнает всяк"	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	"мучиться с слово "" теплофикация "" - - как же , - - оживляться старик , - - я еще третий"	слог	"ставить "" кац "" и писать так : "" а третий слог , досуг иметь , узнавать всякий"
1959	1960	слог	1	или другого слова. Но слог (даже один) уже достаточен вполне для слова.	Слог	есть тот полный, совершенный, гармонический, соразмерный природе и вообще миру явлений, строй	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	или другой слово . но слог ( даже один ) уже достаточный вполне для слово .	слог	быть тот полный , совершенный , гармонический , соразмерный природа и вообще мир явление , строить
1960	1961	слог	1	", где были такие примеры: ""Мы не рабы! Рабы не мы!"" Долго по"	слогам	читала я ей, но когда я или брат спрашивали Ня-Аню, поняла	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	", где быть такой пример : "" мы не раб ! раб не мы ! "" долго по"	слог	читать я она , но когда я или брат спрашивать ня-аня , понимать
1961	1962	слог	1	него была контузия головы. Это сказалось на его речи. Он путал чередование	слогов	в слове. (Историю его чудесного спасения я не буду повторять, потому что	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	он быть контузия голова . это сказываться на он речь . он путать чередование	слог	в слово . ( история он чудесный спасение я не быть повторять , потому что
1962	1963	слог	1	"бешено неслась по дороге. ""Ты можешь закрыть свой рот"" - медленно, по"	слогам	"спросил мой похититель. ""Могу, - согласилась я. - Но зачем вы меня пугаете"	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	"бешено нестись по дорога . "" ты мочь закрывать свой рот "" - медленно , по"	слог	"спрашивать мой похититель . "" мочь , - соглашаться я . - но зачем вы я пугать"
1963	1964	слог	2	. При всей ее внешней простоте, подчеркнуто инструктивном характере, скромности и даже лапидарности	слога	. Мастер, передавая бывшим и будущим подмастерьям свое знание, с помощью которого, как	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	. при весь она внешний простота , подчеркнуто инструктивный характер , скромность и даже лапидарности	слог	. мастер , передавать бывший и будущий подмастерье свой знание , с помощь который , как
1964	1965	слог	1	продемонстрировал холомызеру полувытянутую из разъема сумочной молнии первую попавшуюся рукоять. Воспроизвел по	слогам	: -- Ай. Нид. Зэ. Ки. ...06.03.45... 06.03.44... Межапарк. Особняк неподалеку от	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	демонстрировать холомызеро лувытянутовать из разъем сумочный молния первый попасться рукоять . воспроизвел по	слог	: - - ай . нид . зэра ки. . ..06.03.45. . . 06.03.44. . . межапарк . особняк неподалеку от
1965	1966	слог	1	"""свидитил"" Дьяконов, потом обвиняемая... Мою фамилию он произносит с ударением на последнем"	слоге	и неимоверно гортанным Г. -- Как, Володя, это вы даете мне очную ставку	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	""" свидищать "" дьяконов , потом обвиняемый . . . мой фамилия он произносить с ударение на последний"	слог	и неимоверно гортанный г. - - как , володя , это вы давать я очный ставка
1966	1967	слог	1	, впрочем, предав своих трех неправедных коллег. Из этих Гурман (ударение на первом	слоге	) был толстый, лысый человек, с кофейным родимым пятном в полчерепа, большими покатыми	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	, впрочем , предать свой три неправедный коллега . из этот гурман ( ударение на первый	слог	) быть толстый , лысый человек , с кофейная родимый пятно в полчереп , большой покатый
1967	1968	слог	1	". Нам ещё предстоит разобраться с множественным числом, где ударение ""перебегает "" с одного"	слога	на другой. В магазинах их много, выбирай на любой вкус: большие, средние,	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	". мы еще предстоять разбираться с множественный число , где ударение "" перебегать "" с один"	слог	на другой . в магазин они много , выбирать на любой вкус : большой , средний ,
1968	1969	слог	1	ж тут недоставало Повторения по известным местам оных долгих и кратких совокупно	слогов	и сему повторению определенныя меры, коя долженствовала быть средственная по равномерности человеческого	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	же тут недоставать повторение по известный место оный долгий и краткий совокупно	слог	и сей повторение определенныть мера , кой долженствовать быть средственный по равномерность человеческий
1969	1970	слог	1	из этого, Эббингауз и построил все свое исследование. Он пользовался рядами бессмысленных	слогов	, состоящих из трех букв (одной гласной, расположенной между двумя согласными, например туг-	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	из это , эббингауз и строить весь свой исследование . он пользоваться ряд бессмысленный	слог	, состоять из три буква ( один гласная , расположенный между два согласный , например тугой -
1970	1971	слог	1	случаях где по русски или по сербски имеешь отражения  в открытом	слоге	перед носовой, это  либо из oi (мна, сно, снь), либо перед	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	случай где по русски или по сербсок иметь отражение в открытый	слог	перед носовой , это либо из oi ( мн , сно , сдывать ) , либо перед
1971	1972	слог	1	меня сестра замужем за русским писателем. Ан-то-хин,-- добавил он по	слогам	. -- Не знаете его -- Знаю,-- кивнул я. И тут эфиопский принц, совсем	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	я сестра замужем за русский писатель . ан-то-хин , - - добавлять он по	слог	. - - не знать он - - знать , - - кивнуть я . и тут эфиопский принц , совсем
1972	1973	слог	1	команду: -- Раз-з-з! Но это не был счет шагов, а первый	слог	"его знаменитого ""Левого марша"": ""Раз-ворачивайтесь в марше! Словесной не место кляузе."	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	команда : - - раз-з-з ! но это не быть счет шаг , а первый	слог	"он знаменитый "" левый марш "" : "" раз-ворачиваться в марш ! словесный не место кляузй ."
1973	1974	слог	1	спал, он проснулся, перевернулся и ударил в барабан. Делай ударение на каждом	слоге	"и отмечай ударом палочки. Вот увидишь, получится"". Через неделю я шел во"	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	спать , он просыпаться , переворачиваться и ударять в барабан . делать ударение на каждый	слог	"и отмечать удар палочка . вот видеть , получаться "" . через неделя я идти в"
1974	1975	слог	1	небольшие, и вдруг запальчиво бормотал своей обычной армейской скороговоркой, ударяя на последний	слог	: -- Я -- Куприн, и всякого прошу это помнить. На ежа садиться без штанов	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	небольшой , и вдруг запальчиво бормотать свой обычный армейский скороговорка , ударять на последний	слог	: - - я - - куприн , и всякий просить это помнить . на еж садиться без штаны
1975	1976	слог	1	: Забор, дорога, поле, лес С коровой на переднем плане. Жует корова по	слогам	,	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	: забор , дорога , поле , лес с корова на передний план . жевать корова по	слог	,
1976	1977	слог	1	из-за гремучек предварительно выжигали. Лишь в племени сиу змей почитали. (Сиу -- последний	слог	прозвища, данного племени. Надовесиу -- значит гремучая змея.) Но надо сказать, у нынешних	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	из-за гремучка предварительно выжигать . лишь в племя сиу змей почитать . ( сиу - - последний	слог	прозвище , давать племя . надовесиу - - значить гремучий змея . ) но надо сказать , в нынешний
1977	1978	слог	1	было слов или отдельных звуков, которые можно было бы привязать к буквам,	слогам	, словам... Был один лишь божественный голос и божественная мелодия. В слиянии они	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	быть слово или отдельный звук , который можно быть бы привязывать к буква ,	слог	, словамтраница . . быть один лишь божественный голос и божественный мелодия . в слияние они
1978	1979	слог	1	в древнерусском языке. Причём произносилось оно иначе: акадимия, с ударением на предпоследнем	слоге	. Так назывался сад Академа (мифического героя Аттики), расположенный рядом с Афинами, где	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	в древнерусский язык . причем произносить оно иначе : акадимия , с ударение на предпоследний	слог	. так называться сад академ ( мифический герой аттика ) , расположенный рядом с афины , где
1979	1980	слог	1	 А они прячут руки в складках тоги и пересчитывают на пальцах количество	слогов	. Пишут о богах, потому что у нас еще спрос на благочестие. О	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	а они прятать рука в складка тога и пересчитывать на палец количество	слог	. писать о бога , потому что у мы еще спрос на благочестие . о
1980	1981	слог	2	и Апостолы и пророки у преподобного Ефрема. Толкование преподобного Ефрема отличается краткостью	слога	и объяснения. Толкование же святителя Кирилла предназначено прежде всего для монахов, оно	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	и апостол и пророк в преподобный ефрем . толкование преподобный ефрем отличаться краткость	слог	и объяснение . толкование же святитель кирилл предназначать прежде все для монах , оно
1981	1982	слог	2	"""; он копировал Вольтера немилосердно не только в методе, но и в оттенках"	слога	. Другой, не менее прославленный английский историк, Робертсон, усвоил себе один прагматизм. Но	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	""" ; он копировать вольтер немилосердно не только в метод , но и в оттенок"	слог	. другой , не менее прославлять английский историк , робертсон , усваивать себя один прагматизм . но
1982	1983	слог	2	"только подумать шагнуть далее Карамзина. Довольно ли этого"" Отдавая должное новым материалам,"	слогу	", общественному влиянию ""Истории..."", Полевой верно отмечает, что Карамзин ""угадал стремление времени""; ""шел"	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	"только подумать шагнуть далее карамзин . довольно ли это "" отдавать должное новый материал ,"	слога	", общественный влияние "" история . . . "" , полевой верно отмечать , что карамзин "" угадывать стремление время "" ; "" идти"
1983	1984	слог	2	своих сподвижников, собрать огромную крестьянскую армию и возглавить двухлетний мятеж, колебавший, говоря	слогом	писателя, государство от Сибири до Москвы и от Кубани до Муромских лесов	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	свой сподвижник , собирать огромный крестьянский армия и возглавлять двухлетний мятеж , колебать , говорить	слог	писатель , государство от сибирь до москва и от кубань до муромский лес
1984	1985	слог	2	памяти народа; его место заменяют исторические события или же житейские мелочи. Но	слог	эпический как обычное выражение, как собрание впечатлений и представлений, единожды навсегда в	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	память народ ; он место заменять исторический событие или же житейский мелочь . но	слог	эпический как обычный выражение , как собрание впечатление и представление , единожды навсегда в
1985	1986	слог	2	будет невероятно, колико есть праведно: достовернейшая сия истина такова вменится, каковы преукрашенные	слогом	басни древних и новых пиитов нам быть кажутся. Что ж до нынешнего	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	быть невероятный , колико быть праведно : достовернейать сей истина таков вмениться , каков преукрашеть	слог	басня древний и новый пиит мы быть казаться . что же до нынешний
1986	1987	слог	2	. Разговор его был одушевленный и блестящий; изящество выражения, которое в литературном его	слоге	, особенно в раннюю пору, впадало в изысканность, в устной речи выливалось в	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	. разговор он быть одушевленный и блестящий ; изящество выражение , который в литературный он	слог	, особенно в ранний пора , впадать в изысканность , в устный речь выливаться в
1987	1988	слог	2	"гибкость и правильность"". (Ср. мнение Шишкова выше, стр. 31.) Главное достоинство"	слога	"Ломоносова, по его мнению, в счастливом соединении ""книжного славянского языка с языком"	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	"гибкость и правильность "" . ( сравнивать мнение шишков высоко , страница 31 ) главный достоинство"	слог	"ломоносов , по он мнение , в счастливый соединение "" книжный славянский язык с язык"
1988	1989	слог	2	доброму, полезному. Бюффон справедливо сказал, и Карамзин повторил: что человек изображается в	слоге	своем. Правильность, нежность, простота, занимательность слога Карамзина были отпечатками его характера. Различие	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	добрый , полезный . бюффон справедливо сказать , и карамзин повторять : что человек изображаться в	слог	свой . правильность , нежность , простота , занимательность слог карамзин быть отпечаток он характер . различие
1989	1990	слог	2	сражение. Чтобы начать его, надо было прежде, говоря все тем же военным	слогом	, перегруппировать силы, подтянуть тылы, и было это непросто. Вслед за пленумом состоялся	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	сражение . чтобы начинать он , надо быть прежде , говорить все тот же военный	слог	, перегруппировать сила , подтягивать тыл , и быть это непростой . вслед за пленум состояться
1990	1991	слог	2	ни основательных познаний, ни особенного дарования. Я помогал ему усердно, особенно сглаживая	слог	, который отзывался полонизмами и галлицизмами. В 1824 году разразилась надо мной катастрофа	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	ни основательный познание , ни особенный дарование . я помогать он усердно , особенно сглаживый	слог	, который отзываться полонизм и галлицизм . в 1824 год разразиться над я катастрофа
1991	1992	слог	2	хорошо и похвально, -- прервал Сатана, -- но не прочно. Я знаю, что твой	слог	имеет все эти достоинства, но думаешь ли ты, что читатели долго дозволят	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	хорошо и похвально , - - прерывать сатана , - - но не прочный . я знать , что твой	слог	иметь весь этот достоинство , но думать ли ты , что читатель долго дозволить
1992	1993	слог	2	объяснили еще в юности, что такое метафора, и он умел оценить великолепие	слога	"и мудрость писательского замысла. -- ""Когда был дан устав морю, чтобы волны не"	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	объяснять еще в юность , что такой метафора , и он уметь оценивать великолепие	слог	"и мудрость писательский замысел . - - "" когда быть давать устав море , что волна не"
1993	1994	слог	2	угрожающую громаду колоссальной фантазии русского Шекспира; а за умышленно прозаическим и протокольным	слогом	обычно не замечают необычайной, можно сказать, неизбежной точности и могучей лепки великолепно	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	угрожающий громада колоссальный фантазия русский шекспир ; а за умышленно прозаический и протокольный	слог	обычно не замечать необычайный , можно сказать , неизбежный точность и могучий лепка великолепно
1994	1995	слог	2	"придавал Маяковский ""звуковой"" стороне своих выступлений. Отсюда и пресловутые ""лесенки"", исправляющие недочеты"	слога	". По собственным словам Маяковского, такую строку, как ""шкурой ревности медведь лежит когтист"", --"	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	"придавать маяковский "" звуковой "" сторона свой выступление . отсюда и пресловутый "" лесенка "" , исправлять недочевать"	слог	". по собственный слово маяковский , такой строка , как "" шкура ревность медведь лежать когтист "" , - -"
1995	1996	слог	2	люди определённых занятий сидят или лежат по домам . Написав сию первую главу	слогом	, приличным рассказанному событию , я намерен далее употреблять слог хотя и не столь	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	человек определенный занятие сидеть или лежать по дом . писать сей первый глава	слог	, приличный рассказать событие , я намерен далее употреблять слог хотя и не столь
1996	1997	слог	2	видимой цели быстро пускают со дна искры пьяного газа и пенятся шумным	слогом	; головы-лужи , с студенистым умом, который беспрерывно трясется, -- это называют они по-	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	видимый цель быстро пускать с дно искра пьяный газ и пениться шумный	слог	; голова - лужа , с студенисвать ум , который беспрерывно трясться , - - это называть они по -
1997	1998	слог	2	, что Борис Павлович читал много новых, хороших книг... -- уклончиво произнес Ватутин. --	Слог	прекрасный! Однако, матушка, сюда самовар несут, я боюсь... угара... -- Пойдемте на	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	, что борис павлович читать много новый , хороший книга . . . - - уклончиво произносить ватутин . - -	слог	прекрасный ! однако , матушка , сюда самовар нести , я бояться . . . угар . . . - - пойти на
1998	1999	слог	2	государственные орлы, распростертые над дверями двух губернских аптек, довели до лиризма младенческий	слог	сутулого мальчика. Всесветная слава русского орла была воспета едва-едва грамотным поэтом с	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	государственный орел , распростервать над дверь два губернский аптека , доводить до лиризм младенческий	слог	сутулый мальчик . всесветный слава русский орел быть воспеть едва-едва грамотный поэт с
1999	2000	слог	2	случай вдруг переменил жизнь Василия Ивановича. Однажды получил он странное письмо церковного	слога	и почерка. Письмо было от сельского священника и уведомляло Василия Ивановича, что	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	случай вдруг переменить жизнь василий иванович . однажды получать он странный письмо церковный	слог	и почерк . письмо быть от сельский священник и уведомляло василий иванович , что
2000	2001	слог	2	он тушью, -- красоты неописанной и четкий, как самая крупная печать. А потом --	слог	. Делал он письмами чудеса. Известно, например, что духовную особу нет никакой возможности	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	он тушь , - - красота неописанный и четкий , как самый крупный печать . а потом - -	слог	. делать он письмо чудо . известный , например , что духовный особа нет никакой возможность
2001	2002	слог	2	прогулку, Шабли во льду, поджаренную булку... Вот, вот -- именно. Все устали от	слога	"высокого, все хотели ""прекрасной ясности"", которую провозгласил Кузмин. И редко чье имя"	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	прогулка , шабли в лед , поджарить булка . . . вот , вот - - именно . все уставать от	слог	"высокий , все хотеть "" прекрасный ясность "" , который провозглашать кузмин . и редко чей имя"
2002	2003	слог	2	книг. Но кто в двадцатые годы знал и помнил, и почитал Розанова	Слог	Шкловского казался всем открытием. Пародист Александр Архангельский написал очень удачную пародию на	1 - Звук или сочетание звуков в слове, произносимые одним толчком выдыхаемого воздуха; 2 - Способ, манера словесного изложения; стиль	книга . но кто в двадцатый год знать и помнить , и почитать розанов	слог	шкловский казаться весь открытие . пародист александр архангельский писать очень удачный пародия на
